,0,1,2,3
0,0.021780293,0.021239232,0.021767434,0.020503543
1,0.020516507,0.020096231,0.019353021,0.017607987
2,0.017840263,0.018178947,0.019202136,0.01846182
3,0.019141234,0.020096257,0.020899784,0.019482702
4,0.01928991,0.022529747,0.021088406,0.02291654
5,0.022969753,0.023598995,0.024106406,0.02406732
6,0.023676004,0.02363588,0.023917798,0.022062719
7,0.023006957,0.023267187,0.022936959,0.021988489
8,0.022672415,0.024225824,0.023540549,0.024030223
9,0.024865448,0.02680679,0.026634004,0.02592346
10,0.025608849,0.028576598,0.0269358,0.028522037
11,0.029400196,0.030198898,0.029199291,0.029264461
12,0.029920623,0.030198943,0.029048432,0.027037147
13,0.028805546,0.028281678,0.026634049,0.025255296
14,0.024939764,0.027986642,0.02482317,0.023473345
15,0.024196394,0.026216865,0.023917802,0.026665922
16,0.0260549,0.028871577,0.027463965,0.027556855
17,0.027764712,0.02813413,0.024823178,0.025774952
18,0.025460169,0.026216846,0.024068687,0.022285443
19,0.022412188,0.025921866,0.023012366,0.025774952
20,0.026277889,0.02901902,0.026633974,0.029264461
21,0.029474571,0.031231333,0.03025563,0.031714592
22,0.031853486,0.03241122,0.032971866,0.032011587
23,0.032745544,0.03263242,0.03221733,0.030600902
24,0.029474556,0.029166538,0.030255627,0.028522037
25,0.029400233,0.030936364,0.03116104,0.030675162
26,0.029474545,0.030051429,0.030783765,0.030452397
27,0.030440968,0.029903933,0.031311907,0.029561445
28,0.029623244,0.029240284,0.030255627,0.029041756
29,0.028954174,0.028429117,0.029048417,0.027928077
30,0.027170021,0.02710177,0.02723762,0.026294697
31,0.02612925,0.025700673,0.024672303,0.024364322
32,0.024716776,0.024152078,0.02120158,0.01990961
33,0.019661617,0.021718588,0.019239873,0.021023288
34,0.020925403,0.020907417,0.020145275,0.01990961
35,0.020405017,0.020907417,0.021371342,0.020577814
36,0.020795282,0.020686168,0.020597953,0.020355053
37,0.02025634,0.024557661,0.021503385,0.024141587
38,0.023824658,0.027249228,0.02572858,0.025774952
39,0.025757555,0.026511837,0.026784923,0.026591681
40,0.02642662,0.026290618,0.024370514,0.02287943
41,0.024196394,0.0287241,0.026030418,0.026591681
42,0.027318653,0.027986635,0.027690284,0.026962861
43,0.026946995,0.026806798,0.027992122,0.027185638
44,0.027132861,0.026585583,0.023012407,0.021543015
45,0.022709578,0.022234775,0.01984347,0.02183998
46,0.021743152,0.021276128,0.021427933,0.020577814
47,0.020776715,0.02208729,0.02172973,0.020058092
48,0.01995897,0.020612441,0.019843467,0.018721677
49,0.01936422,0.021202356,0.020748846,0.01909288
50,0.018992532,0.027101751,0.02059796,0.026814394
51,0.025757547,0.033664826,0.02693582,0.034109008
52,0.03274556,0.032263715,0.03176464,0.031714592
53,0.03155609,0.031083819,0.030255612,0.029784195
54,0.029623263,0.030346442,0.031462856,0.029635739
55,0.029846247,0.032411184,0.031613722,0.030452397
56,0.030366626,0.031231303,0.03146281,0.031343337
57,0.031630453,0.03248496,0.033047304,0.031640355
58,0.030961383,0.03196876,0.03236825,0.031120632
59,0.030961383,0.033222374,0.029350229,0.028373562
60,0.028508164,0.027912948,0.02836939,0.027631123
61,0.027430188,0.02924027,0.028746605,0.027334105
62,0.02865683,0.02975649,0.028444827,0.030081198
63,0.02887984,0.030346412,0.028972972,0.030006945
64,0.031779137,0.032706182,0.028746627,0.031863082
65,0.0317791,0.032411184,0.03267002,0.031194847
66,0.032448154,0.032116193,0.029802896,0.029264461
67,0.02858248,0.031747524,0.029953826,0.030378174
68,0.029771931,0.03255869,0.030406531,0.032085817
69,0.03125875,0.03550839,0.03206645,0.03587233
70,0.035496157,0.03890052,0.034782656,0.033051003
71,0.034529734,0.03683575,0.03448087,0.032531295
72,0.032002132,0.031378794,0.02950111,0.028076556
73,0.026500933,0.02680678,0.024596833,0.025997695
74,0.026203547,0.028429091,0.02753938,0.028150786
75,0.028433789,0.030125182,0.028444808,0.029709954
76,0.029623255,0.033148635,0.031010143,0.03275403
77,0.030961331,0.036098268,0.0329718,0.034164634
78,0.034975786,0.034918454,0.03508447,0.035352614
79,0.034938615,0.03477097,0.034631766,0.03290252
80,0.03066403,0.034181032,0.031010147,0.03423894
81,0.033935014,0.033443604,0.033273652,0.031863082
82,0.031927813,0.037130717,0.032519154,0.03706025
83,0.035124455,0.036540765,0.034480862,0.032679778
84,0.029548928,0.029609013,0.029501144,0.029635739
85,0.028954163,0.029314008,0.024596825,0.025774952
86,0.024493746,0.027544212,0.025577702,0.02562648
87,0.025460169,0.025036968,0.02512499,0.023993079
88,0.024791114,0.026954282,0.026256759,0.026071955
89,0.025906201,0.027101737,0.027086686,0.025774952
90,0.026500933,0.02680678,0.027237598,0.026814394
91,0.026500978,0.02665934,0.026332237,0.02443859
92,0.02456807,0.025848124,0.025502227,0.025774952
93,0.02672398,0.02946153,0.028595734,0.028596304
94,0.027467359,0.026880521,0.025879491,0.024345744
95,0.024419412,0.024594527,0.024823204,0.023176394
96,0.022133444,0.02179233,0.022786044,0.021097533
97,0.021445788,0.02120239,0.019088969,0.018870175
98,0.018695187,0.019727547,0.017655414,0.01590037
99,0.0015225038,0.0068963915,0.0,0.0055060387
100,0.005685564,0.0058639795,0.0045270137,0.003278669
101,0.004050076,0.0045366287,0.004979726,0.0043181106
102,0.0053882003,0.006306436,0.0064887293,0.006248478
103,0.006280292,0.0062326975,0.006865982,0.0055802725
104,0.0065033175,0.006085217,0.00716779,0.006099995
105,0.006800674,0.008149996,0.0077713877,0.008327343
106,0.008361831,0.008002516,0.008525897,0.0071394257
107,0.006875016,0.006527666,0.0070168823,0.0053575374
108,0.005759906,0.0070438646,0.007318683,0.0065454617
109,0.006652005,0.006306447,0.007243246,0.005728774
110,0.006131608,0.0060852095,0.0070168823,0.0060257427
111,0.0059829205,0.005569011,0.0064887255,0.004986305
112,0.0050165094,0.008444976,0.006413292,0.005803019
113,0.0062802956,0.0070438683,0.0073186867,0.0063227266
114,0.006726347,0.007117614,0.007318694,0.007065188
115,0.007321056,0.0069701187,0.0076204836,0.006248478
116,0.005982928,0.0063801818,0.0072432347,0.0056545176
117,0.006354641,0.0060114786,0.0065641887,0.005209055
118,0.0052395277,0.0064539276,0.006715089,0.006099995
119,0.00620595,0.00687794,0.0072432347,0.0056545176
120,0.005685564,0.005863987,0.0067150816,0.0056545176
121,0.0059085973,0.005569026,0.007016897,0.0055060387
122,0.005536884,0.0066751502,0.0070923306,0.006842438
123,0.006875016,0.006601408,0.007394135,0.0060257427
124,0.0059085935,0.0057902522,0.007243246,0.005728774
125,0.005834244,0.0069701187,0.007318683,0.006842438
126,0.006875012,0.007928766,0.008374989,0.0082530975
127,0.008510511,0.008076258,0.008450445,0.0071394257
128,0.0070980564,0.006675169,0.0073187053,0.0066939704
129,0.006726317,0.008666173,0.007771369,0.008698553
130,0.008882217,0.011320919,0.010034904,0.011668384
131,0.011632819,0.011320919,0.010487609,0.0098864995
132,0.010146003,0.0109522045,0.010789409,0.01107442
133,0.0105920285,0.010730956,0.01116664,0.011000156
134,0.011707157,0.011247173,0.011921164,0.010406211
135,0.010443367,0.010288525,0.011468463,0.009812251
136,0.009848632,0.009551093,0.009431291,0.007881869
137,0.00810165,0.0077813007,0.008073203,0.0067682117
138,0.006949369,0.0071913637,0.008224104,0.0067682117
139,0.006577648,0.0066014007,0.0064132735,0.005951494
140,0.00605727,0.0056427605,0.0064887367,0.005283296
141,0.005536888,0.005347792,0.0067150854,0.005283296
142,0.0054625534,0.005642768,0.00633784,0.0048378296
143,0.005016502,0.005863987,0.0065641813,0.0055802725
144,0.0060572624,0.0071913414,0.007016875,0.005951494
145,0.0059085935,0.0062327012,0.0072620995,0.0063227266
146,0.0059829243,0.0067488924,0.006865982,0.006248478
147,0.0062802956,0.007338837,0.007846843,0.007510651
148,0.007246699,0.008666173,0.008525871,0.008698553
149,0.00873353,0.009772327,0.010336705,0.009812251
150,0.0095512755,0.010878455,0.0106385015,0.011222903
151,0.01096376,0.012427054,0.012449324,0.012262348
152,0.012004502,0.011542127,0.010713942,0.010628931
153,0.010740731,0.010362264,0.010110356,0.00847584
154,0.009030882,0.009182371,0.01063849,0.009144027
155,0.009253912,0.0106572285,0.010789402,0.010109223
156,0.01029468,0.010067292,0.010412149,0.008921307
157,0.0071723834,0.007486321,0.007846847,0.0069166943
158,0.006875012,0.0066014044,0.007846836,0.006842438
159,0.00680067,0.007560052,0.008073185,0.0073621534
160,0.0075440817,0.007191345,0.007318683,0.0065454617
161,0.0067263506,0.0070438758,0.0077336766,0.0067682117
162,0.0065033063,0.0065276586,0.0074695796,0.005951494
163,0.0063546374,0.005974602,0.0073186904,0.006099995
164,0.006280303,0.006601423,0.007846851,0.0067682117
165,0.0068750232,0.007633809,0.0083749965,0.0069166943
166,0.006800674,0.009919811,0.008450441,0.008921307
167,0.0087335445,0.009698596,0.010185815,0.009960752
168,0.009476952,0.0094773695,0.009959467,0.008550096
169,0.009030886,0.009551093,0.010412145,0.009589508
170,0.009699944,0.010804705,0.010940295,0.010628931
171,0.010740731,0.011468399,0.012298416,0.01107442
172,0.0111867525,0.011247154,0.01267565,0.011000156
173,0.010963723,0.013606895,0.01229839,0.012410805
174,0.012673587,0.012869503,0.012600221,0.012336589
175,0.0127479285,0.012353312,0.0135056265,0.0123551525
176,0.0123762265,0.013533186,0.0136565305,0.013227537
177,0.013342645,0.013090722,0.013203818,0.011816867
178,0.012896597,0.012574524,0.010638498,0.009589508
179,0.009625636,0.009256147,0.009657666,0.008104626
180,0.008882206,0.008518703,0.008073185,0.0073621534
181,0.00761842,0.008592445,0.009204943,0.008327343
182,0.008361828,0.009624839,0.009959448,0.009663761
183,0.009030882,0.0101410225,0.009808537,0.009144027
184,0.009253912,0.009403612,0.010336705,0.009069797
185,0.00888221,0.008518707,0.008978594,0.0078076273
186,0.008213125,0.0085924305,0.009657629,0.008698553
187,0.009030897,0.009993553,0.010336708,0.010257725
188,0.01036901,0.010435991,0.010336686,0.009144027
189,0.007544093,0.008223753,0.008299556,0.0067682117
190,0.007172387,0.007928781,0.008676801,0.007826202
191,0.008064475,0.00962485,0.009733111,0.0086057745
192,0.008622028,0.008666199,0.008224096,0.0075848997
193,0.0079529695,0.007781297,0.008375008,0.007436417
194,0.007395398,0.008223735,0.008978594,0.0082530975
195,0.008436166,0.0088136755,0.008525889,0.006842438
196,0.006428968,0.006158948,0.0048288144,0.0040211193
197,0.003306657,0.0066014007,0.004074309,0.0047635697
198,0.0040500835,0.0060852244,0.0055078864,0.005803019
199,0.005759906,0.0054215305,0.0070168823,0.0056545176
200,0.005797077,0.005716499,0.0071677864,0.0056545176
201,0.005536884,0.007928766,0.0065641776,0.006842438
202,0.007023681,0.0087399185,0.008525878,0.009144027
203,0.0077671185,0.00881369,0.00943131,0.0084016025
204,0.008287489,0.008002516,0.008676793,0.007510651
205,0.007767115,0.007928781,0.009129506,0.007956132
206,0.008064464,0.00770754,0.008224089,0.006842438
207,0.006912183,0.0066751502,0.007997736,0.006842438
208,0.006949369,0.0076338127,0.008525904,0.0076591484
209,0.007729914,0.008887399,0.009355828,0.008698553
210,0.009253912,0.010878455,0.0107139535,0.011148661
211,0.011261109,0.011099681,0.011468455,0.010109223
212,0.007915769,0.010288507,0.008752231,0.010628931
213,0.010369018,0.009919804,0.010412145,0.009589508
214,0.009848617,0.009993531,0.010261234,0.008698553
215,0.007767096,0.009698577,0.00882769,0.010109223
216,0.01152131,0.011394657,0.011468466,0.0098864995
217,0.009848658,0.009477373,0.009582214,0.008104626
218,0.007990122,0.0076153614,0.008450441,0.006842438
219,0.006577667,0.008666206,0.007922303,0.008550096
220,0.0088078715,0.011173427,0.010412153,0.011445645
221,0.011223968,0.011025973,0.012147542,0.011297181
222,0.0109265745,0.010583483,0.0110912025,0.009589508
223,0.009625625,0.010436013,0.011091214,0.0104804635
224,0.01036901,0.01027007,0.010336686,0.009144027
225,0.009476945,0.010288529,0.010336712,0.0104804635
226,0.009997338,0.009993572,0.010185823,0.008624345
227,0.008956548,0.009624839,0.010487601,0.009737998
228,0.009922978,0.01161588,0.011543907,0.011222903
229,0.01133547,0.010952219,0.010638524,0.0095152855
230,0.009551279,0.010657236,0.010487609,0.01092593
231,0.008882206,0.008813672,0.0073941313,0.006396964
232,0.007172372,0.0072650835,0.007922284,0.006396964
233,0.006503299,0.008223724,0.0077713765,0.008178841
234,0.007841438,0.010583483,0.009129491,0.009589508
235,0.009625625,0.009256136,0.008827701,0.0075848997
236,0.007172387,0.0074863285,0.008525904,0.007065188
237,0.007990129,0.0076338053,0.0077713914,0.0071394257
238,0.0068750307,0.0070438758,0.008224104,0.0067682117
239,0.006875027,0.007781297,0.007771399,0.007065188
240,0.0074697398,0.007191345,0.007922288,0.0065454617
241,0.0074697286,0.009256117,0.007016871,0.009144027
